1,1960,1,12,1960-01-12,14:20:00,3,MO,29,1,1,0,0,4,0,40.27,-94.9,40.28,-94.88,0.1,17,1,1,1,147,0,0,0
2,1960,1,14,1960-01-14,01:30:00,3,TX,48,1,0,0,0,3,0,32.77,-100.88,0,0,2,33,1,1,1,415,0,0,0
3,1960,1,14,1960-01-14,06:00:00,3,OK,40,1,2,0,0,3,0,34.7,-96.8,0,0,0.1,10,1,1,1,123,0,0,0
4,1960,1,14,1960-01-14,06:35:00,3,TX,48,2,1,3,0,5,0,33.72,-96.68,0,0,0.2,17,1,1,1,181,0,0,0
5,1960,1,14,1960-01-14,07:45:00,3,TX,48,3,2,1,0,3,0,33.13,-95.82,0,0,0.3,33,1,1,1,223,0,0,0
6,1960,1,14,1960-01-14,11:20:00,3,LA,22,1,0,0,0,4,0,32.47,-93.75,32.52,-93.7,4.5,20,1,1,1,17,0,0,0
7,1960,1,14,1960-01-14,12:15:00,3,AR,5,1,1,0,0,3,0,35.18,-92.45,35.23,-92.37,6.1,17,1,1,1,45,0,0,0
8,1960,1,28,1960-01-28,09:40:00,3,TX,48,4,1,0,0,3,0,29.83,-93.83,0,0,2,33,1,1,1,245,0,0,0
9,1960,1,29,1960-01-29,06:00:00,3,AL,1,1,1,0,0,3,0,30.63,-88.1,0,0,0.1,10,1,1,1,97,0,0,0
10,1960,2,3,1960-02-03,16:15:00,3,LA,22,2,2,8,0,5,0,29.8,-90.8,29.83,-90.75,4.3,100,1,1,1,57,0,0,0
11,1960,2,4,1960-02-04,15:52:00,3,MS,28,1,1,0,0,3,0,32.32,-89.8,32.57,-89.75,17.5,50,1,1,1,121,0,0,0
12,1960,2,4,1960-02-04,18:00:00,3,MS,28,2,1,0,0,3,0,31.57,-88.88,0,0,0.1,10,1,1,1,153,0,0,0
13,1960,2,4,1960-02-04,19:15:00,3,AR,5,2,1,2,0,4,0,35.3,-91.58,35.37,-91.5,6.4,83,1,1,1,145,0,0,0
14,1960,2,9,1960-02-09,14:45:00,3,OK,40,2,1,0,0,2,0,36.9,-94.87,36.95,-94.73,8.2,200,1,1,1,115,0,0,0
15,1960,2,9,1960-02-09,15:45:00,3,OK,40,3,1,0,0,3,0,36.93,-95.17,0,0,0.3,10,1,1,1,35,0,0,0
16,1960,2,9,1960-02-09,19:25:00,3,AR,5,3,0,0,0,3,0,34.12,-93.08,0,0,2,250,1,1,1,19,0,0,0
17,1960,2,9,1960-02-09,20:10:00,3,MO,29,2,2,0,0,4,0,37.7,-90.55,37.77,-90.4,9.3,100,1,1,1,187,0,0,0
18,1960,2,9,1960-02-09,20:35:00,3,IL,17,1,1,2,0,5,0,38.73,-89.88,0,0,0.1,10,1,1,1,119,0,0,0
19,1960,2,9,1960-02-09,20:45:00,3,AR,5,4,3,10,0,4,0,35.35,-91.32,35.4,-91.28,3.8,100,1,1,1,147,0,0,0
20,1960,2,9,1960-02-09,21:25:00,3,IL,17,2,2,1,0,5,0,37.97,-89,38.18,-88.7,24,77,1,1,1,55,65,81,0
21,1960,2,9,1960-02-09,22:25:00,3,IL,17,3,1,0,0,3,0,39.25,-88.15,0,0,1,27,1,1,1,35,0,0,0
22,1960,2,13,1960-02-13,15:00:00,3,FL,12,1,-9,0,0,3,0,27.75,-81.53,0,0,0.1,27,1,1,1,105,0,0,0
23,1960,2,17,1960-02-17,14:55:00,3,TX,48,5,2,3,0,4,0,29.77,-95.8,29.8,-95.73,4.9,100,1,1,1,201,0,0,0
24,1960,2,17,1960-02-17,18:00:00,3,LA,22,3,1,0,0,4,0,30.2,-93.33,0,0,1,100,1,1,1,19,0,0,0
25,1960,2,17,1960-02-17,20:30:00,3,LA,22,4,1,0,0,5,0,30.2,-91.97,30.3,-91.83,10.6,183,1,1,1,55,99,0,0
26,1960,2,18,1960-02-18,03:42:00,3,FL,12,2,2,0,0,5,0,30.17,-85.85,30.2,-85.73,7.6,400,1,1,1,5,0,0,0
27,1960,2,18,1960-02-18,09:00:00,3,FL,12,3,1,0,0,4,0,28,-82.42,0,0,0.5,100,1,1,1,57,0,0,0
28,1960,2,18,1960-02-18,12:30:00,3,NC,37,1,1,0,0,5,0,34.7,-78,0,0,0.1,10,1,1,1,61,0,0,0
29,1960,2,18,1960-02-18,12:45:00,3,NC,37,2,1,0,0,3,0,35.23,-80.9,35.4,-80.53,23.7,10,1,1,1,119,25,0,0
30,1960,2,18,1960-02-18,13:00:00,3,NC,37,3,1,0,0,0,0,35.63,-80.12,0,0,0.1,10,1,1,1,57,0,0,0
31,1960,2,18,1960-02-18,13:50:00,3,NC,37,4,1,0,0,4,0,35.42,-78.75,0,0,1.5,100,1,1,1,85,0,0,0
32,1960,2,18,1960-02-18,17:30:00,3,VA,51,1,1,0,0,4,0,36.98,-76.63,0,0,1,50,1,1,1,93,0,0,0
33,1960,2,18,1960-02-18,23:30:00,3,VA,51,2,1,0,0,2,0,38.33,-77.47,0,0,2,20,1,1,1,179,0,0,0
34,1960,2,20,1960-02-20,15:30:00,3,OK,40,4,1,0,0,0,0,35.75,-98.37,35.78,-98.22,8.7,50,1,1,1,11,0,0,0
35,1960,2,25,1960-02-25,05:15:00,3,FL,12,5,2,2,0,4,0,30.47,-81.58,0,0,0.1,100,1,1,1,31,0,0,0
36,1960,2,25,1960-02-25,05:30:00,3,FL,12,4,3,0,0,5,0,30.2,-82.63,0,0,0.8,100,1,1,1,23,0,0,0
37,1960,2,25,1960-02-25,06:00:00,3,FL,12,6,0,0,0,4,0,30.25,-81.75,0,0,0.1,33,1,1,1,31,0,0,0
38,1960,3,3,1960-03-03,04:30:00,3,FL,12,7,2,6,0,5,0,28.55,-81.88,0,0,0.1,10,1,1,1,69,0,0,0
39,1960,3,8,1960-03-08,17:15:00,3,OR,41,1,1,0,0,3,0,44.77,-122.88,0,0,1,10,1,1,1,47,0,0,0
40,1960,3,15,1960-03-15,12:40:00,3,FL,12,8,1,0,0,5,0,28.13,-81.93,0,0,1,100,1,1,1,105,0,0,0
41,1960,3,16,1960-03-16,08:00:00,3,FL,12,9,1,0,0,1,0,28.05,-82.48,0,0,0.1,10,1,1,1,57,0,0,0
42,1960,3,16,1960-03-16,08:25:00,3,FL,12,10,0,0,0,5,0,28,-82.17,0,0,0.5,50,1,1,1,57,0,0,0
43,1960,3,17,1960-03-17,16:30:00,3,FL,12,11,-9,0,0,1,0,27.58,-82.77,0,0,0.1,10,1,1,1,57,0,0,0
44,1960,3,24,1960-03-24,16:00:00,3,MS,28,3,1,0,0,3,0,32.33,-90.35,0,0,0.1,10,1,1,1,49,0,0,0
45,1960,3,28,1960-03-28,18:30:00,3,OK,40,5,2,0,0,3,0,36.3,-99.9,36.47,-99.52,24.2,200,1,1,1,45,0,0,0
46,1960,3,29,1960-03-29,05:30:00,3,LA,22,5,0,0,0,3,0,30.8,-90.37,0,0,0.5,33,1,1,1,105,0,0,0
47,1960,3,29,1960-03-29,16:30:00,3,MO,29,3,1,0,0,4,0,40.08,-93.62,0,0,0.3,100,1,1,1,79,0,0,0
48,1960,3,29,1960-03-29,17:00:00,3,AL,1,2,2,0,0,4,0,31.6,-87.3,31.63,-87.22,5.7,50,1,1,1,99,0,0,0
49,1960,3,29,1960-03-29,19:00:00,3,IA,19,1,2,0,0,3,0,40.67,-91.33,40.77,-91.3,6.6,200,1,1,1,111,0,0,0
50,1960,3,29,1960-03-29,21:15:00,3,MO,29,4,1,0,0,3,0,36.63,-89.92,0,0,2.5,17,1,1,1,207,0,0,0
51,1960,3,29,1960-03-29,21:30:00,3,MO,29,5,1,1,0,4,0,36.87,-89.55,0,0,0.2,17,1,1,1,201,0,0,0
52,1960,3,29,1960-03-29,21:35:00,3,IL,17,4,2,0,0,3,0,39.35,-90,0,0,0.1,10,1,1,1,117,0,0,0
53,1960,3,29,1960-03-29,21:40:00,3,IL,17,5,2,0,0,4,0,38.17,-90,38.45,-89.8,22.3,130,1,1,1,157,133,163,0
54,1960,3,30,1960-03-30,01:00:00,3,TN,47,1,2,1,0,4,0,35.45,-86.78,35.52,-86.67,8.2,10,1,1,1,117,0,0,0
55,1960,3,30,1960-03-30,04:00:00,3,FL,12,12,2,0,0,3,0,30.85,-86.27,0,0,0.1,10,1,1,1,131,0,0,0
56,1960,3,30,1960-03-30,04:40:00,3,IN,18,1,2,0,0,3,0,39.9,-85.85,0,0,0.1,50,1,1,1,59,0,0,0
57,1960,3,30,1960-03-30,05:45:00,3,GA,13,1,1,0,0,3,0,32.3,-84.92,0,0,0.6,300,1,1,1,53,0,0,0
58,1960,3,30,1960-03-30,17:00:00,3,SC,45,1,2,0,0,4,0,34.42,-82,34.45,-81.83,9.8,50,1,1,1,59,0,0,0
59,1960,3,30,1960-03-30,17:00:00,3,NC,37,5,1,0,0,4,0,36.23,-80.7,36.35,-79.7,56.2,50,1,1,1,197,171,169,157
60,1960,3,30,1960-03-30,19:06:00,3,SC,45,2,2,0,0,4,0,34.25,-81.45,34.27,-81.35,5.9,57,1,1,1,71,0,0,0
61,1960,3,31,1960-03-31,18:00:00,3,OK,40,6,1,0,0,3,0,36.77,-97.3,0,0,0.2,100,1,1,1,71,0,0,0
62,1960,3,31,1960-03-31,18:20:00,3,OK,40,7,1,0,0,0,0,36.4,-97.52,0,0,2,50,1,1,1,47,0,0,0
63,1960,3,31,1960-03-31,19:15:00,3,KS,20,1,-9,0,0,4,0,38.08,-97.33,0,0,0.1,10,1,1,1,79,0,0,0
64,1960,3,31,1960-03-31,19:15:00,3,OK,40,8,1,0,0,2,0,36.3,-97.55,0,0,1.5,17,1,1,1,47,0,0,0
65,1960,3,31,1960-03-31,19:20:00,3,OK,40,9,1,0,0,3,0,36.3,-97.2,0,0,2,100,1,1,1,103,0,0,0
66,1960,4,3,1960-04-03,04:30:00,3,FL,12,13,2,0,0,5,0,30.18,-85.72,0,0,0.1,10,1,1,1,5,0,0,0
67,1960,4,4,1960-04-04,05:00:00,3,GA,13,2,1,0,0,3,0,30.75,-84.5,0,0,0.5,33,1,1,1,87,0,0,0
68,1960,4,10,1960-04-10,15:00:00,3,FL,12,14,2,0,0,3,0,30.47,-84.3,0,0,0.1,77,1,1,1,73,0,0,0
69,1960,4,12,1960-04-12,12:00:00,3,OK,40,10,2,3,0,4,0,36.7,-99.88,0,0,0.1,10,1,1,1,59,0,0,0
70,1960,4,12,1960-04-12,17:00:00,3,NE,31,1,1,0,0,3,0,41.33,-102.15,0,0,0.1,10,1,1,1,69,0,0,0
71,1960,4,12,1960-04-12,17:30:00,3,TX,48,6,2,3,0,3,0,34.63,-102.72,0,0,1,67,1,1,1,369,0,0,0
